center_az,scenario_name,trial_id,seed,N_input_channels,B_output_beams,L_snapshots,W_method,quant_mode,shift_bits,scale_w,scale_y,max_abs_acc,max_abs_z_integer,headroom_bits_observed,clip_count,overflow_count,clip_rate,overflow_rate,Z_rel_l2_error,Z_max_abs_error,beam_power_rel_error,top_beam_same_rate,topK_beam_set_preservation,beam_power_rank_preservation,Z_cov_Rz_rel_error,same_backend_input_shape,Rz_shape_same,cpu_soc_ml_ready_flag,observation_id,W_clip_rate,Y_clip_rate
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,12,3909131.27508984,33096.7261219178,2755403149320,672705847,-7,212,212,0.946428571428571,0.946428571428571,0.97647960913466,21.8092429364718,0.999513237867647,0,1,0.857142857142857,0.999337746497264,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,13,3909131.27508984,33096.7261219178,2755403149320,336352924,-6,196,196,0.875,0.875,0.953519980801553,21.4470134694435,0.998072709605447,1,1,0.952380952380952,0.997369459863526,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,14,3909131.27508984,33096.7261219178,2755403149320,168176462,-5,173,173,0.772321428571429,0.772321428571429,0.909099522458706,20.7239802126533,0.992708623956182,1,1,1,0.989964946263645,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,15,3909131.27508984,33096.7261219178,2755403149320,84088231,-4,151,151,0.674107142857143,0.674107142857143,0.825757031668159,19.2843640304417,0.971951175368498,1,1,0.952380952380952,0.961935658652394,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,16,3909131.27508984,33096.7261219178,2755403149320,42044115,-3,90,90,0.401785714285714,0.401785714285714,0.67778524720079,17.0479144378906,0.896890705062929,1,1,1,0.869275592649719,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,17,3909131.27508984,33096.7261219178,2755403149320,21022058,-2,54,54,0.241071428571429,0.241071428571429,0.426268277112743,12.7987407066062,0.664829829960626,1,1,1,0.611268754923281,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,18,3909131.27508984,33096.7261219178,2755403149320,10511029,-1,14,14,0.0625,0.0625,0.0740692319629002,4.30039324403772,0.102210799016711,1,1,1,0.0892988030625709,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,19,3909131.27508984,33096.7261219178,2755403149320,5255514,0,0,0,0,0,1.23078278190791e-06,2.87598100978512e-05,2.89124706535573e-07,1,1,1,5.23306636917819e-07,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,20,3909131.27508984,33096.7261219178,2755403149320,2627757,1,0,0,0,0,1.26900013026671e-06,2.99818373949196e-05,2.75366405818447e-07,1,1,1,5.48103211079481e-07,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,21,3909131.27508984,33096.7261219178,2755403149320,1313879,2,0,0,0,0,1.39838183337856e-06,3.02224296763526e-05,2.69587537260419e-07,1,1,1,5.54045010508771e-07,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,22,3909131.27508984,33096.7261219178,2755403149320,656939,3,0,0,0,0,1.70308494737535e-06,3.96683885627383e-05,3.11887712408516e-07,1,1,1,9.15371275356771e-07,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,23,3909131.27508984,33096.7261219178,2755403149320,328470,4,0,0,0,0,2.66342525178275e-06,6.19070846346855e-05,8.12845284547275e-07,1,1,1,9.84578037741155e-07,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,24,3909131.27508984,33096.7261219178,2755403149320,164235,5,0,0,0,0,4.55937847629137e-06,9.70769368722509e-05,4.96522257166568e-07,1,1,1,2.06387690848188e-06,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,25,3909131.27508984,33096.7261219178,2755403149320,82117,6,0,0,0,0,9.62187172798619e-06,0.000167179448878325,3.65341134350724e-06,1,1,1,5.09306256605394e-06,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,26,3909131.27508984,33096.7261219178,2755403149320,41059,7,0,0,0,0,1.91860996044603e-05,0.000360521757618674,5.46107817255055e-06,1,1,1,1.05917114189463e-05,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,27,3909131.27508984,33096.7261219178,2755403149320,20529,8,0,0,0,0,3.67157985266847e-05,0.000666670474288713,7.51558107432777e-06,1,1,1,1.86315142905673e-05,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,28,3909131.27508984,33096.7261219178,2755403149320,10265,9,0,0,0,0,7.84163962867762e-05,0.0013725697358047,1.08507414507712e-05,1,1,1,2.85822312753686e-05,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,29,3909131.27508984,33096.7261219178,2755403149320,5132,10,0,0,0,0,0.00015789591259786,0.00290915118908055,3.73987643231273e-05,1,1,1,6.12749893337988e-05,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,30,3909131.27508984,33096.7261219178,2755403149320,2566,11,0,0,0,0,0.000298376428770497,0.00549674570554307,7.96977121014719e-05,1,1,1,0.00014728863227095,1,1,1,1,0,0
0,easy_noncoherent,1,20261620,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,31,3909131.27508984,33096.7261219178,2755403149320,1283,12,0,0,0,0,0.000598340659262331,0.01040939070463,0.000142184748432402,1,1,1,0.000246131052177,1,1,1,1,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,0,3909131.27508984,33131.662899721,2798019118203,2798019118203,-19,224,224,1,1,0.99999344183901,21.9479699955189,0.999999999963092,0,0.666666666666667,0.523809523809524,0.999999999955165,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,1,3909131.27508984,33131.662899721,2798019118203,1399009559102,-18,224,224,1,1,0.999986883711858,21.9478785845358,0.999999999852366,0,0.666666666666667,0.523809523809524,0.999999999820659,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,2,3909131.27508984,33131.662899721,2798019118203,699504779551,-17,224,224,1,1,0.999973767559065,21.9476957625741,0.999999999409466,0,0.666666666666667,0.523809523809524,0.999999999282636,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,3,3909131.27508984,33131.662899721,2798019118203,349752389775,-16,224,224,1,1,0.999947535659551,21.9473301186695,0.999999997637864,0,0.666666666666667,0.523809523809524,0.999999997130543,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,4,3909131.27508984,33131.662899721,2798019118203,174876194888,-15,224,224,1,1,0.999895073484954,21.9465988309346,0.999999990551454,0,0.666666666666667,0.523809523809524,0.999999988522172,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,5,3909131.27508984,33131.662899721,2798019118203,87438097444,-14,224,224,1,1,0.999790155634681,21.9451362557628,0.999999962205816,0,0.666666666666667,0.523809523809524,0.999999954088689,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,6,3909131.27508984,33131.662899721,2798019118203,43719048722,-13,224,224,1,1,0.999580345939365,21.9422111066112,0.999999848823272,0,0.666666666666667,0.523809523809524,0.999999816354771,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,7,3909131.27508984,33131.662899721,2798019118203,21859524361,-12,224,224,1,1,0.999160830646097,21.9363608130778,0.999999395293235,0,0.666666666666667,0.523809523809524,0.999999265419318,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,8,3909131.27508984,33131.662899721,2798019118203,10929762180,-11,224,224,1,1,0.998322217061361,21.9246602451087,0.999997581175314,0,0.666666666666667,0.523809523809524,0.999997061681061,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,9,3909131.27508984,33131.662899721,2798019118203,5464881090,-10,224,224,1,1,0.996646662810187,21.9012591857037,0.999990324739243,0,0.666666666666667,0.523809523809524,0.999988246784842,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,10,3909131.27508984,33131.662899721,2798019118203,2732440545,-9,224,224,1,1,0.993302285468829,21.8544573741735,0.999961299564765,0,0.666666666666667,0.523809523809524,0.999952988109028,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,11,3909131.27508984,33131.662899721,2798019118203,1366220273,-8,224,224,1,1,0.986640774537591,21.7608549894851,0.999845207985195,0,0.666666666666667,0.523809523809524,0.99981196795342,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,12,3909131.27508984,33131.662899721,2798019118203,683110136,-7,224,224,1,1,0.973429332483887,21.5736552488175,0.99938098764929,0,0.666666666666667,0.523809523809524,0.999248120265801,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,13,3909131.27508984,33131.662899721,2798019118203,341555068,-6,216,216,0.964285714285714,0.964285714285714,0.947469089611999,21.1992765039933,0.997558888361566,0,0.333333333333333,0.619047619047619,0.997017291382537,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,14,3909131.27508984,33131.662899721,2798019118203,170777534,-5,196,196,0.875,0.875,0.897399830328278,20.561102869054,0.990576961814836,0,0.333333333333333,0.571428571428571,0.98829228602078,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,15,3909131.27508984,33131.662899721,2798019118203,85388767,-4,158,158,0.705357142857143,0.705357142857143,0.804272974073532,19.4813133548492,0.964473396560371,0,1,0.857142857142857,0.95504020655819,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,16,3909131.27508984,33131.662899721,2798019118203,42694384,-3,95,95,0.424107142857143,0.424107142857143,0.641851787493246,17.3589668301001,0.872652412852177,1,1,1,0.845182540326127,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,17,3909131.27508984,33131.662899721,2798019118203,21347192,-2,58,58,0.258928571428571,0.258928571428571,0.378236444553124,13.114273780602,0.595614192229997,1,1,1,0.54569794508803,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,18,3909131.27508984,33131.662899721,2798019118203,10673596,-1,6,6,0.0267857142857143,0.0267857142857143,0.0759275988086256,4.62488768160652,0.107829865733248,1,1,1,0.0997978085411975,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,19,3909131.27508984,33131.662899721,2798019118203,5336798,0,0,0,0,0,1.18496466842003e-06,2.46742498829299e-05,5.09518668237031e-07,1,1,1,8.46143505811105e-07,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,20,3909131.27508984,33131.662899721,2798019118203,2668399,1,0,0,0,0,1.26615061090047e-06,2.45889294899023e-05,5.36000939858894e-07,1,1,1,8.50610256334509e-07,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,21,3909131.27508984,33131.662899721,2798019118203,1334199,2,0,0,0,0,1.38621039948016e-06,2.89198869551497e-05,5.89951625425983e-07,1,1,1,8.68932424618458e-07,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,22,3909131.27508984,33131.662899721,2798019118203,667100,3,0,0,0,0,1.7448741039965e-06,4.11361322550138e-05,4.15478283847277e-07,1,1,1,8.8556535321725e-07,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,23,3909131.27508984,33131.662899721,2798019118203,333550,4,0,0,0,0,2.68534005236753e-06,5.1783808397703e-05,5.18117989281995e-07,1,1,1,1.11797137474451e-06,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,24,3909131.27508984,33131.662899721,2798019118203,166775,5,0,0,0,0,5.09020335714661e-06,9.05667302040689e-05,2.02671171234774e-06,1,1,1,2.77598915581287e-06,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,25,3909131.27508984,33131.662899721,2798019118203,83387,6,0,0,0,0,1.02541552179613e-05,0.000176603350910202,1.55966093954808e-06,1,1,1,5.35205722474888e-06,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,26,3909131.27508984,33131.662899721,2798019118203,41694,7,0,0,0,0,1.9740357872165e-05,0.000367241433275161,4.80025610550757e-06,1,1,1,1.00460830202726e-05,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,27,3909131.27508984,33131.662899721,2798019118203,20847,8,0,0,0,0,4.08561969582307e-05,0.000700730345740132,1.45692537461256e-05,1,1,1,2.46384459740634e-05,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,28,3909131.27508984,33131.662899721,2798019118203,10423,9,0,0,0,0,8.12200117311062e-05,0.00142598969396582,9.57880948053251e-06,1,1,1,3.98875762837545e-05,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,29,3909131.27508984,33131.662899721,2798019118203,5212,10,0,0,0,0,0.000161463731651206,0.00283928585003224,4.31835153069456e-05,1,1,1,8.3070879316756e-05,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,30,3909131.27508984,33131.662899721,2798019118203,2606,11,0,0,0,0,0.000326577260886792,0.00542805716564287,5.8999190483838e-05,1,1,1,0.000131275826967228,1,1,1,2,0,0
0,easy_noncoherent,2,20261621,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,31,3909131.27508984,33131.662899721,2798019118203,1303,12,0,0,0,0,0.000656625770698372,0.0107048550107375,8.9124040403674e-05,1,1,1,0.000256082701881336,1,1,1,2,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,0,3909131.27508984,32778.0355894595,2719773279416,2719773279416,-19,224,224,1,1,0.999994060401954,22.5859280823193,0.99999999997066,0,0,0.0952380952380952,0.99999999996138,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,1,3909131.27508984,32778.0355894595,2719773279416,1359886639708,-18,224,224,1,1,0.999988120837375,22.5858374865812,0.999999999882641,0,0,0.0952380952380952,0.999999999845519,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,2,3909131.27508984,32778.0355894595,2719773279416,679943319854,-17,224,224,1,1,0.999976241808618,22.5856562951534,0.999999999530564,0,0,0.0952380952380952,0.999999999382078,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,3,3909131.27508984,32778.0355894595,2719773279416,339971659927,-16,224,224,1,1,0.999952484152734,22.5852939124914,0.999999998122256,0,0,0.0952380952380952,0.99999999752831,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,4,3909131.27508984,32778.0355894595,2719773279416,169985829964,-15,224,224,1,1,0.999904970447611,22.5845691479421,0.999999992489024,0,0,0.0952380952380952,0.999999990113239,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,5,3909131.27508984,32778.0355894595,2719773279416,84992914982,-14,224,224,1,1,0.999809949465016,22.5831196219421,0.999999969956096,0,0,0.0952380952380952,0.999999960452957,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,6,3909131.27508984,32778.0355894595,2719773279416,42496457491,-13,224,224,1,1,0.99961993321898,22.5802205823394,0.999999879824392,0,0,0.0952380952380952,0.999999841811838,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,7,3909131.27508984,32778.0355894595,2719773279416,21248228745,-12,224,224,1,1,0.999240003671999,22.5744225527462,0.999999519297686,0,0,0.0952380952380952,0.999999367247565,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,8,3909131.27508984,32778.0355894595,2719773279416,10624114373,-11,224,224,1,1,0.998480556906718,22.5628266921866,0.999998077192604,0,0,0.0952380952380952,0.999997468993655,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,9,3909131.27508984,32778.0355894595,2719773279416,5312057186,-10,223,223,0.995535714285714,0.995535714285714,0.99696331414969,22.5396357670045,0.999992313134276,0,0,0.238095238095238,0.999989870792145,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,10,3909131.27508984,32778.0355894595,2719773279416,2656028593,-9,221,221,0.986607142857143,0.986607142857143,0.993935385414407,22.4932571118785,0.99996929290857,0,0.333333333333333,0.476190476190476,0.999959539951878,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,11,3909131.27508984,32778.0355894595,2719773279416,1328014297,-8,217,217,0.96875,0.96875,0.987905527987513,22.4005126751924,0.999877392050153,0,0.333333333333333,0.476190476190476,0.999838333979334,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,12,3909131.27508984,32778.0355894595,2719773279416,664007148,-7,213,213,0.950892857142857,0.950892857142857,0.975947572890681,22.2150760484635,0.99951627086955,1,0.666666666666667,0.666666666666667,0.999356988723305,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,13,3909131.27508984,32778.0355894595,2719773279416,332003574,-6,202,202,0.901785714285714,0.901785714285714,0.952432435410328,21.8444179899878,0.99807756487065,1,1,0.80952380952381,0.997442135209354,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,14,3909131.27508984,32778.0355894595,2719773279416,166001787,-5,185,185,0.825892857142857,0.825892857142857,0.906931147405065,21.1040155514196,0.992482862654253,1,1,1,0.989968496722592,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,15,3909131.27508984,32778.0355894595,2719773279416,83000894,-4,152,152,0.678571428571429,0.678571428571429,0.821821031765039,19.627347629667,0.971001161725651,0,1,0.952380952380952,0.961893067225354,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,16,3909131.27508984,32778.0355894595,2719773279416,41500447,-3,92,92,0.410714285714286,0.410714285714286,0.670386996407471,16.935585592877,0.893685985447173,0,1,0.952380952380952,0.869658034553269,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,17,3909131.27508984,32778.0355894595,2719773279416,20750223,-2,55,55,0.245535714285714,0.245535714285714,0.413023702596338,12.6450979701582,0.648028089095457,0,1,0.952380952380952,0.60477240587719,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,18,3909131.27508984,32778.0355894595,2719773279416,10375112,-1,12,12,0.0535714285714286,0.0535714285714286,0.0656930051900066,4.06412272472345,0.0890296093480841,1,1,1,0.0779963685472413,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,19,3909131.27508984,32778.0355894595,2719773279416,5187556,0,0,0,0,0,1.14186531541129e-06,3.01794529386526e-05,1.65258611042433e-07,1,1,1,5.82733279137982e-07,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,20,3909131.27508984,32778.0355894595,2719773279416,2593778,1,0,0,0,0,1.19403165770318e-06,3.01794529386526e-05,2.28400423888818e-07,1,1,1,6.49164222440005e-07,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,21,3909131.27508984,32778.0355894595,2719773279416,1296889,2,0,0,0,0,1.23042824468424e-06,2.71219734612208e-05,1.13630317634984e-07,1,1,1,6.45583157417855e-07,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,22,3909131.27508984,32778.0355894595,2719773279416,648444,3,0,0,0,0,1.6903693288185e-06,3.72488559975824e-05,2.51126557002945e-07,1,1,1,7.76957285752823e-07,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,23,3909131.27508984,32778.0355894595,2719773279416,324222,4,0,0,0,0,2.68597810322775e-06,5.88336188924276e-05,2.94162320151063e-07,1,1,1,1.35171698257422e-06,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,24,3909131.27508984,32778.0355894595,2719773279416,162111,5,0,0,0,0,4.69119437168048e-06,9.35691989248157e-05,1.72626141761082e-06,1,1,1,2.66771768730216e-06,1,1,1,3,0,0
0,easy_noncoherent,3,20261622,2080,7,16,greedy_combined_B7,mixed_W18_Y16_Z24,25,3909131.27508984,32778.0355894595,2719773279416,81056,6,0,0,0,0,1.00527869575594e-05,0.000189292286657198,2.50494460320086e-06,1,1,1,5.47232150564724e-06,1,1,1,3,0,0
